Gene1,Gene2,connected_driver_gene,gene_type,confidence
WDR5,KAT2B,,0,0.83
UBP37,APC7,,3,0.82
UBP37,APC5,,3,0.82
S61A1,SC61B,,3,0.83
GCR,FKBP5,,3,0.88
CUL3,PHB,,1,0.82
ROA1,PTBP1,,3,0.87
MBIP1,KAT2A,,3,0.83
YAF2,UBP7,,3,0.83
RN146,UB2D3,,3,0.85
THOC5,THOC3,,3,0.87
SQSTM,TADBP,,3,0.8
CUL3,P85A,,1,0.82
TE2IP,UCHL1,,3,0.88
RHG17,CD2AP,,3,0.82
LMAN1,COPA,,3,0.82
ROA1,DHX9,,3,0.89
ROA1,DDX1,,3,0.83
AP2A1,RBP1,,3,0.83
UBP4,PPIA,,3,0.84
GBB4,GBG8,,3,0.85
CUL5,PRDX1,,3,0.82
CUL3,PLRG1,,1,0.86
EGLN3,ATF4,,3,0.82
NSD2,MDC 1.00,,1,0.89
CUL4B,RMXL2,,3,0.86
LNX1,ARVC,,3,0.82
CUL5,SOCS7,,3,0.87
RABE1,RABE2,,3,0.82
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
TIF1A,H31,,3,0.89
CSN5,CARM1,,3,0.82
CA086,REV1,,3,0.87
HS90A,PPARD,,3,0.82
TS101,UBAP1,,3,0.88
MEOX2,TF65,,3,0.82
CUL4B,PPIA,,3,0.86
MAVS,PCBP2,,3,0.82
TNIP1,TAXB1,,3,0.87
FXL22,SKP1,,3,0.83
WSB1,CUL5,,3,0.87
TPPC4,TPPC9,,3,0.82
CSN2,CUL3,CUL3,2,0.88
SUMO1,CBX4,,3,0.81
KPCD,P53,,3,0.88
CSN5,GYS1,,3,0.82
DDB2,CSN8,,1,0.83
DCNL1,CSN3,,3,0.82
UBP7,SUMO1,,3,0.82
DJB14,HSP7C,,3,0.83
CUL3,PPIG,,1,0.86
T2FA,CDK8,,3,0.82
OSGEP,CN142,,3,0.9
CCNE1,CDK6,,1,0.84
NACC1,NACC1,,3,0.86
YETS2,NC2B,,3,0.85
CCNE1,CDK4,,1,0.84
NUB1,SNCAP,,3,0.82
APOB,DERL1,,3,0.82
RING2,SCMH1,,3,0.86
CTNB1,UBE2B,,3,0.8
GSK3B,HS90A,,3,0.84
TPC2A,TPC12,,3,0.83
CUL4B,DCNL1,,3,0.89
CUL4A,DCNL1,,3,0.89
CUL4B,RS24,,3,0.86
LRRK2,TBB5,,3,0.89
CUL4B,RS27A,,3,0.82
CDK2,RAB5C,,3,0.82
COMD1,ATP7B,,3,0.86
ASPP1,LATS1,,3,0.82
VPRBP,NEDD8,,3,0.83
CUL3,BACD1,,1,0.89
TRI32,DTBP1,,3,0.87
SMCA4,ACTC,,3,0.82
ASPP1,LATS2,,3,0.83
CUL3,KCTD9,,1,0.89
FBX6,ERO1B,,3,0.83
LRRK2,SH3G1,,3,0.87
LRRK2,SH3G2,,3,0.8
CUL3,KLH23,,1,0.87
NECD,IMB1,,3,0.82
MLP3A,ATG13,,3,0.9
LRRK2,RS8,,3,0.82
AP2M1,EPN4,,3,0.83
VGLL4,I2BP2,,0,0.87
CUL3,RBM45,,1,0.82
LRRK2,ATP5L,,3,0.82
CUL4B,RL21,,3,0.82
NALP4,"SUGT1,SGT1",,3,0.82
RASH,LATS2,,3,0.82
ISG15,IRF3,,3,0.82
RING2,PHB2,,3,0.82
RING2,CBX3,,3,0.89
VPS52,VPS54,,3,0.87
BACE1,GGA1,,3,0.9
AURKB,H32,,1,0.81
AURKB,H32,,1,0.81
AURKB,H32,,1,0.81
THOC4,THOC2,,3,0.85
CSN5,MYOV2,,3,0.85
CUL3,KBTB6,,1,0.87
UB2E3,RCBT2,,3,0.85
CUL4B,TBA1C,,3,0.86
TOP2A,CSN5,,3,0.84
CUL4A,DC4L1,,3,0.87
GPS2,HNF4A,,3,0.82
CUL3,PRKDC,,1,0.86
CAND1,HNRPL,,3,0.82
TA2R,PSA7,,3,0.82
PSN1,PSA5,,3,0.87
"CD2A1,CDN2A,ARF",CK5P3,,3,0.83
RNF31,TNAP3,,3,0.83
CUL3,DSRAD,,1,0.86
XPC,XPA,,1,0.85
CALM,DAPK1,,3,0.89
CALM,DAPK1,,3,0.89
CALM,DAPK1,,3,0.89
CUL4B,EF2,,3,0.82
CUL4B,PRDX3,,3,0.88
CUL4B,CSN8,,3,0.87
CUL2,ANR39,,3,0.82
ERCC6,UBP7,,3,0.81
TPC2A,TPC10,,3,0.83
RING2,MGAP,,3,0.87
PARP1,UBC9,,1,0.86
AP2A,KCTD1,,3,0.92
AURKA,LATS2,,1,0.86
APC,STRN3,,1,0.82
TPC6A,TPC12,,3,0.87
CUL5,CSN7B,,3,0.83
CUL4B,DDX5,DDX5,2,0.86
CUL4B,DDX3X,DDX3X,2,0.82
FBX6,GRN,,3,0.83
LIMD1,EGLN3,,3,0.82
CUL3,KLH28,,1,0.87
CUL3,KLH24,,1,0.87
UBC9,ITF2,,3,0.84
CUL4B,DHX9,,3,0.86
ELK1,MD2L2,,3,0.85
CUL2,MYOV2,,3,0.82
CUL3,PWP2,,1,0.82
LRRK2,MYL9,,3,0.84
CUL1,CCNA1,,3,0.82
PTN14,YAP1,,3,0.9
1433Z,SRSF8,,3,0.82
SNUT1,PRPF3,,3,0.9
CUL2,EWS,,3,0.82
ROR2,DAZP2,,3,0.83
F16A2,HOOK1,,3,0.87
CUL3,PRS4,,1,0.86
CUL3,PSMD2,,1,0.82
SNUT1,PRP6,,3,0.89
LRRK2,AGO1,,3,0.82
"AMFR1,AMFR",BAG6,,3,0.88
CRBN,AAPK1,,3,0.82
SLD5,PSF3,,3,0.95
PSA2,PSD11,,3,0.89
PSA2,PSD13,,3,0.89
PSA2,PSD12,,3,0.83
PSA2,"PSD7,PSMD7",,3,0.89
PSA2,PSMD8,,3,0.89
KLDC2,ELOC,,3,0.83
KLDC2,ELOB,,3,0.83
PSA2,PSME2,,3,0.83
LRRK2,ARPC2,,3,0.82
PRS4,PSA2,,3,0.89
PSA2,PRS6A,,3,0.92
PSA2,PRS7,,3,0.89
PSA2,PRS6B,,3,0.89
PSA2,PRS8,,3,0.92
PSA2,PRS10,,3,0.92
AGO2,TNR6C,,3,0.89
PSA2,PSMD1,,3,0.83
PSA2,PSMD2,,3,0.83
PSA2,PSMD3,,3,0.89
CLH1,AP2B1,,3,0.94
NEDD8,ARI1,,3,0.85
CSN7A,RBX1,,3,0.82
GBG2,GBB3,,3,0.86
CUL4B,RBM14,,3,0.82
PSMD4,TXNL1,,3,0.82
LRRK2,GNAI2,,3,0.82
MK08,RPTOR,,3,0.82
COPB2,COPG2,,3,0.91
TERA,2AAA,,3,0.83
CUL3,KBTB2,,1,0.87
FBX17,CUL1,,3,0.89
ROA1,THOC4,,3,0.82
RD23A,RD23A,,3,0.86
RD23A,RD23B,,3,0.82
ROA1,RBM7,,3,0.82
DCNL1,CSN8,,3,0.82
CUL3,IBTK,,1,0.89
ROA1,SUGP2,,3,0.87
ROA1,RBM12,,3,0.82
NOD2,VIME,,3,0.89
LRRK2,ARP 2.00,,3,0.82
LRRK2,ARC1B,,3,0.82
MYCN,ZBT17,,1,0.88
GBRL1,TBC25,,3,0.88
PP2AA,IKKB,,3,0.87
ESR1,SIN3B,,1,0.82
CUL4B,HNRPR,,3,0.86
TOB2,PABP1,,3,0.82
RING2,FBSL,,3,0.83
TDRD3,FXR2,,3,0.85
PRP17,TRAF2,,3,0.86
CUL3,GDIR1,,1,0.82
PRKN2,UB2D3,,3,0.85
ROA1,RBM14,,3,0.87
DHX9,DICER,,3,0.82
PSMG1,PSB2,,3,0.83
SMUF1,SMUF1,,3,0.89
BIRC8,DBLOH,,0,0.89
MKLN1,RMD5A,,3,0.87
MBIP1,SGF29,,3,0.83
P53,MUL1,,3,0.88
CDK2,SKP1,,3,0.9
CUL4A,CUL1,,3,0.87
RYBP,FBSL,,3,0.87
NPM,NPM,,3,0.9
NUDC2,HS90A,,3,0.87
PRP6,U5S1,,3,0.89
LRWD1,ORC2,,3,0.87
MOB1B,STK38,,0,0.86
IPO11,UB2E1,,3,0.85
CDK2,"SPTA2,SPTN1",,3,0.82
CDK2,SPTB2,,3,0.82
TPC2L,TPC12,,3,0.83
PCGF5,RYBP,,3,0.89
CUL3,CUL1,,1,0.86
PBX1,HXC8,,1,0.82
ULK1,MTOR,MTOR,2,0.87
TEBP,FKBP5,,3,0.83
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
MECP2,H4,,3,0.86
GBB2,PHLP,,3,0.83
FOXP3,TF65,,3,0.82
P85A,GRB10,,3,0.82
GBB1,GNAI3,,3,0.99
AP2M1,MEA1,,3,0.87
PRP6,PRPF3,,3,0.88
VPRBP,CSN7A,,3,0.83
LNX1,TOPK,,3,0.83
RYBP,KDM2B,,3,0.89
ANDR,SIN3B,,3,0.82
CDK2,CLH1,,3,0.82
TRI32,UB2E1,,3,0.85
ASF1A,IPO4,,3,0.87
SOSB1,SOSSC,,3,0.89
TRXR1,APEX1,APEX1,2,0.82
CT011,RMD5A,,3,0.96
SMAD2,SMAD1,,1,0.88
CSN5,YTDC2,,3,0.82
"FFR,VPS51",VPS54,,3,0.88
DNJC5,CHIP,,3,0.82
BUB1B,PLK1,,1,0.86
CSN5,UBP7,,3,0.82
DCA11,CSN2,,3,0.83
CUL4B,CSN2,,3,0.88
RING2,BCORL,,3,0.83
FBX5,ANC2,,3,0.9
PLK1,HSF1,,3,0.83
SMUF2,UB2D1,,3,0.81
PCGF1,PCGF1,,3,0.81
CUL4B,"TOIP2,TOIP2,IFG15",,3,0.82
PHC1,PHC3,,3,0.83
ARMC8,RMD5A,,3,0.87
FBX5,APC4,,3,0.85
HTRA1,XIAP,XIAP,2,0.86
HOOK1,HOOK1,,3,0.83
CAND1,STAU1,,3,0.82
RING2,PHC3,,3,0.94
PHC3,RING1,,0,0.83
IGHG1,RO52,,3,0.89
RAB5A,RB11A,,3,0.8
KHDR1,SH3K1,,3,0.83
LAGE3,CN142,,3,0.9
CUL4B,ANR39,,3,0.82
SH3K1,GA2L1,,3,0.83
SIR7,UBP7,,3,0.81
BIRC3,NEMO,,1,0.84
NEUL4,VAC14,,3,0.82
FBSP1,MYCB2,,3,0.85
CA086,FANCE,FANCE,2,0.82
CA086,FANCC,FANCC,2,0.82
TS101,TFG,TFG,2,0.82
AGO3,TNR6A,,0,0.89
TNFA,SHRPN,,3,0.85
TBL1X,TBL1X,,3,0.86
CDK2,TPM3,TPM3,2,0.82
CDK2,TPM4,TPM4,2,0.82
CSN5,DCD,,3,0.82
NSE2,SMC5,,3,0.87
CUL1,FBX21,,3,0.87
1433F,MEX3C,,3,0.83
NEUL4,MA7D1,,3,0.82
UIF,DX39B,,3,0.85
DCNL1,NEDD8,,3,0.95
OS9,ENPL,,3,0.89
PCGF3,YAF2,,3,0.87
H2AZ,MRGBP,,3,0.83
PCGF3,CBX4,,3,0.83
PLAP,TERA,,3,0.96
CSN3,CRBN,,3,0.83
HGS,ACTN4,,3,0.88
TPPC5,TPC10,,3,0.87
ERN 1.00,UBP14,,3,0.82
CAND1,SKP1,,3,0.85
EGFR,TAB1,,1,0.89
CSN2,JUN,JUN,2,0.84
CUL4B,RL14,,3,0.86
ZCHC8,RBM7,,3,0.88
SH3K1,SEPT9,,3,0.87
PCGF6,PCGF6,,3,0.84
PSMG3,PSMG2,,3,0.83
CSN6,DCAF8,,3,0.82
RYBP,FBRS,,3,0.89
TRPS1,UBC9,,3,0.83
DDX5,DDX5,,1,0.87
RS4X,RS14,,3,0.85
RS4X,RS12,,3,0.85
RS4X,RS13,,3,0.85
RS4X,RS10,,3,0.85
RS4X,RS11,,3,0.95
RS4X,RS8,,3,0.85
RS4X,RS9,,3,0.85
RS4X,RS7,,3,0.85
RS4X,RS16,,3,0.85
ARF6,RFIP4,,3,0.8
RS4X,RS21,,3,0.85
RS4X,RS21,,3,0.85
RS4X,RS20,,3,0.85
RS4X,RS19,,3,0.85
RS4X,RS18,,3,0.85
CUL3,BTBD9,,1,0.82
PRS6A,PSB5,,3,0.89
CSN5,RT27,,3,0.82
CDK8,CDK8,,3,0.84
CUL2,FEM1A,,3,0.82
RYBP,WDR5,,3,0.89
SQSTM,LIMD1,,3,0.82
PSB9,PSA7,,3,0.96
CUL2,S10A9,,3,0.82
RS4X,RS5,,3,0.85
RS4X,RS6,,3,0.88
RS4X,RS3,,3,0.95
RS4X,RS2,,3,0.95
CUL4B,NUCL,,3,0.86
ULK1,RPTOR,,3,0.84
PRP19,PSB4,,3,0.83
CSN5,DNJC9,,3,0.82
HTRA2,LATS1,,3,0.82
CUL1,SF3B3,,3,0.82
"FFR,VPS51",VPS52,,3,0.96
PRS6A,PSMD2,,3,0.94
PRS6A,PSMD1,,3,0.94
PRS6A,PRS4,,3,0.94
CSN5,DDA1,,3,0.82
AP2A1,AMPH,,3,0.83
AGO1,TNR6C,,3,0.89
IRAK1,CDC37,,3,0.84
HDAC7,HIF1A,HIF1A,2,0.82
PHC3,SCML1,,0,0.82
PSME1,PSB9,,3,0.85
PSME1,PSB7,,3,0.83
RYBP,CBX3,,3,0.87
RYBP,SKP1,,3,0.83
CUL3,KCTD7,,1,0.87
CAND1,RL27A,,3,0.88
TRAF6,CASP8,CASP8,2,0.85
CUL4A,DDX5,DDX5,2,0.82
CUL4B,YBOX1,,3,0.86
CSN5,CDK2,,3,0.82
KCNA3,CAV1,CAV1,2,0.88
PSA2,ADRM1,,3,0.82
TPPC3,TPPC5,,3,0.98
PDCD5,P53,,3,0.8
TPPC4,TPC2L,,3,0.83
ST38L,MOB2,,3,0.89
YAF2,BCORL,,3,0.87
PTN11,CTR9,,3,0.82
CDK2,UCHL1,,3,0.82
EPS15,IQGA1,,1,0.82
RING2,AUTS2,,3,0.89
CD44,KPCZ,,1,0.82
TAU,SQSTM,,3,0.83
GBB1,GBG8,,3,0.85
SPY2,SPY1,,3,0.82
PSB4,PSB8,,3,0.94
PSF1,PSF3,,3,0.97
RPB1,CSTF3,,3,0.92
COPG1,COPD,,3,0.88
SQSTM,CUL2,,3,0.83
YAF2,KDM2B,,3,0.94
ANDR,TAF1,,3,0.87
TEX14,CEP55,,3,0.87
PSB6,PSB10,,3,0.88
PSB8,PSB6,,3,0.94
PSB5,PSB6,,3,0.94
PSB6,PSB3,,3,0.96
PCGF1,YAF2,,3,0.87
CEBPE,CEBPG,,3,0.85
TPC11,TPC12,,3,0.87
CUL2,CYTA,,3,0.82
HERC2,ECI2,,3,0.82
CSN5,CTNA1,,3,0.82
FBXL5,RBX1,,3,0.82
RPN1,GRP78,,1,0.84
UBP4,RIPK1,,3,0.86
MEN1,MEN1,,1,0.82
B2L11,FBW1A,,3,0.83
PRS6B,PSMD8,,3,0.92
UB2J1,DERL1,,3,0.87
ITCH,LITAF,,3,0.83
MYO6,CLH1,,3,0.85
PRS6B,PSB5,,3,0.89
CUL4B,HNRDL,,3,0.86
CUL4B,UBP15,,3,0.82
CUL4A,EF1A1,,3,0.82
SH3K1,SRGP1,,3,0.82
CUL3,"RRMJ3,SPB1",,1,0.86
CSN5,PYRG1,,3,0.82
XIAP,SIVA,,1,0.83
NEUL4,CE290,,3,0.83
SIAH1,MARE3,,3,0.85
RHBT2,CUL3,CUL3,2,0.89
CUL3,KLH18,,1,0.87
NEDD8,CSN7A,,3,0.82
KCNB2,KCNG4,,3,0.82
CDK9,"IMMT,MIC60",,3,0.83
NC2B,TADA3,,3,0.83
"MLL3,KMT2C",WDR5,,3,0.9
CUL4B,ROA3,,3,0.86
HERC2,SSA27,,3,0.83
IKKB,TRAF1,,3,0.86
CACO2,TAXB1,,3,0.87
TPPC8,TPPC9,,3,0.82
BIN1,CLIP1,CLIP1,2,0.83
PCGF5,YAF2,,3,0.87
TEBP,PPP5,,3,0.85
CFTR,RAB5A,,3,0.83
NEUL4,KTN1,KTN1,2,0.82
RYBP,CSK 21.00,,3,0.88
RYBP,CSK 22.00,,3,0.89
RYBP,CSK2B,,3,0.87
SC61B,EGFR,EGFR,2,0.83
CUL3,"K0913,ZSWM8",,1,0.82
PCGF2,RYBP,,0,0.87
PCGF3,FBSL,,3,0.82
KAT2A,SGF29,,3,0.83
NEDD8,CSN2,,3,0.82
YAF2,HDAC2,,3,0.82
LRRK2,RAB5B,,3,0.9
NC2B,KAT2A,,3,0.83
FBW1B,REST,,3,0.88
PRP6,PRP8,,3,0.99
U5S1,U520,,3,0.87
SUPT3,SGF29,,3,0.83
KDM1A,NR2C2,,3,0.83
BAG6,TERA,,3,0.83
GRAP2,CBL,CBL,2,0.86
BACE1,GGA3,,3,0.84
CDC20,CKS1,,3,0.83
H2AZ,TRRAP,TRRAP,2,0.89
FZR,MPIP1,,3,0.81
EIF3E,EIF3G,,1,0.94
NEDD8,CSN3,,3,0.82
EIF3E,EIF3I,,1,0.94
FBX44,CUL1,,3,0.87
ELOC,WSB1,,3,0.82
ATX3,SUMO1,,3,0.85
CSN3,BTBD2,,3,0.83
LRRK2,VIME,,3,0.82
NEDD8,DDX1,,3,0.82
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
H4,CAF1B,,3,0.83
LRRK2,HSP74,,3,0.82
LRRK2,DNJA1,,3,0.87
GGA1,GGA2,,3,0.89
LRRK2,HSP7C,,3,0.83
LRRK2,GRP75,,3,0.82
CUL4B,ACTBL,,3,0.86
NEDD8,PYRG1,,3,0.82
PDC6I,ALG2,,3,0.83
SUMO3,USPL1,,3,0.8
IRS1,FBXW8,,3,0.81
AAKB2,PSD11,,3,0.82
RYBP,LMBL2,,3,0.87
P53,CCDC8,,3,0.85
STK3,MOB1B,,3,0.89
DKC1,FBRL,,3,0.94
CUL3,BTBD1,,1,0.89
NEDD8,H2B1H,,3,0.86
CUL3,KLHL8,,1,0.87
AKTIP,F16A2,,3,0.87
THOC4,THOC1,,3,0.89
TPC2A,TPPC9,,3,0.83
TRPS1,SUMO1,,3,0.83
TE2IP,SMRC2,,3,0.87
DET1,UB2E3,,3,0.84
CDK2,MYH9,MYH9,2,0.82
RING1,WDR5,,3,0.83
AP2M1,REPS1,,3,0.87
LRRK2,TBA1A,,3,0.86
NEDD8,CSN4,,3,0.82
CUL3,KCD20,,1,0.87
TDRD3,DDX3X,DDX3X,2,0.82
CSN4,BTBD1,,3,0.83
CUL4B,PRDX1,,3,0.86
PSA2,PSDE,,3,0.92
KLF10,SIAH1,,3,0.84
TPPC4,TPC12,,3,0.87
GGA2,GGA3,,0,0.84
PTN11,CDC73,CDC73,2,0.87
DDA1,CSN7A,,3,0.82
CASC5,NDC80,,3,0.89
GBB4,GBG10,,3,0.85
SYK,RSSA,,1,0.9
GBB4,GNAI1,,3,0.94
GBB4,GNAI3,,3,0.94
GBB4,GNAI2,,3,0.94
PSA2,PSMG2,,3,0.83
SPSB2,PAWR,,3,0.86
NOD1,"SUGT1,SGT1",,3,0.83
ARHG7,ITCH,,3,0.88
CUL3,MYOV2,,1,0.82
RMD5A,MAEA,,3,0.85
NPHP1,ACK1,,3,0.84
RB,FZR,,3,0.84
BRCA1,BRAT1,,1,0.89
MLP3B,OPTN,,3,0.89
PTN14,1433B,,3,0.83
YAF2,LMBL2,,3,0.87
NC2B,MBIP1,,3,0.83
PDC6I,SGSM3,,3,0.82
IKKA,RIPK1,,3,0.82
H2AZ,YETS4,,3,0.89
TPPC8,TPC6B,,3,0.82
RING2,SCML2,,3,0.83
PSMD3,PSD12,,3,0.96
VPS28,VPS36,,3,0.86
PSMD3,PSMD8,,3,0.95
CRK,GRP75,,3,0.88
CRK,HSP7C,,3,0.82
GBRAP,OPTN,,3,0.84
CSN5,BTBD1,,3,0.87
ROA1,EWS,,3,0.83
GBRL1,TBCD5,,3,0.85
KLDC3,ELOC,,3,0.87
KLDC3,ELOB,,3,0.83
CRK,"HSP71,HS71B",,3,0.82
CRK,"HSP71,HS71B",,3,0.82
CRK,GRP78,,3,0.82
PCGF6,BMI1,,3,0.82
DET1,DDA1,,3,0.87
PCGF5,FBSL,,3,0.82
AUP1,SYVN1,,3,0.87
CSN4,DCA11,,3,0.83
CUL2,RN187,,3,0.82
SH3K1,SERPH,,3,0.82
H2AZ,DMAP1,,3,0.89
TOPB1,ATRIP,,3,0.8
MRE11,MRE11,,0,0.96
LLR1,CSN3,,3,0.83
CWC15,PRP19,,0,0.86
MEX3A,PABP1,,3,0.82
CUL2,LRC14,,3,0.87
SMAD7,UBP11,,3,0.82
THOC5,THOC6,,3,0.87
CUL2,CSN8,,3,0.87
FANCA,CA086,,1,0.88
CSN5,PABP4,,3,0.82
SHC1,DDB1,,3,0.82
SHC1,DDB1,,3,0.82
LATS2,YAP1,,3,0.88
RAE1L,DYL1,,3,0.82
MKLN1,MAEA,,3,0.85
LATS2,1433G,,3,0.85
TFE2,KAT2A,,3,0.81
BAX,P53,,1,0.81
CUL2,TRI44,,3,0.87
AMPH,AP2B1,,3,0.89
STX6,"FFR,VPS51",,3,0.9
ZBT17,ZBT17,,3,0.86
M3K3,MP2K4,,3,0.8
CUL3,RHBT3,,1,0.88
APBP2,CUL2,,3,0.83
CUL3,SC31A,,1,0.82
ARMC8,CT011,,3,0.88
CBLB,UB2D2,,1,0.9
TNAP3,HOIL1,,3,0.86
RD23A,UBQL1,,3,0.88
SOCS1,TBG1,,1,0.82
RYBP,MGAP,,3,0.89
BRCA1,PABP1,,1,0.88
SH3K1,CDC27,,3,0.83
PCGF1,PCGF6,,3,0.82
CDN1B,SKP1,,3,0.89
CUL1,PSB4,,3,0.86
SNUT1,U520,,3,0.87
HOOK3,HOOK3,,1,0.83
LRRK2,DVL2,,3,0.86
ESR1,TAF2,,1,0.86
FBW1A,REST,,3,0.88
YETS2,MBIP1,,3,0.83
LMAN1,DNJC7,,3,0.82
CSN6,DCA16,,3,0.82
CUL4B,CSN7A,,3,0.87
CUL3,CSN7A,,1,0.87
BECN1,NEDD4,,3,0.86
CUL2,CSN7A,,3,0.87
CUL1,CARM1,,3,0.82
CUL4B,PHIP,,3,0.88
CEP97,"SUGT1,SGT1",,3,0.87
PSA1,PSB9,,3,0.99
PSA1,PSB8,,3,0.96
PSA1,PSA1,,3,0.88
CUL5,SPSB3,,3,0.87
TRI11,UBE2N,,3,0.87
CUL3,EF1A2,,1,0.86
TF65,ZBT7A,,3,0.82
ZNRF3,LGR4,,1,0.83
CUL4B,HNRL1,,3,0.86
RYBP,RYBP,,3,0.82
PALB2,PALB2,,1,0.83
INT3,SOSSC,,3,0.89
FZR,UBE2C,,3,0.81
CDK9,SQSTM,,3,0.82
GBG10,GBB3,,3,0.84
CUL4A,SKP1,,3,0.82
SHRPN,TNAP3,,3,0.86
TE2IP,GPKOW,,3,0.87
DNMT1,MTA1,,1,0.87
ELOC,ASB1,,3,0.83
AMOL2,YAP1,,3,0.89
HOOK3,F16A2,,1,0.89
UBE2N,UBA1,,3,0.91
FBX6,SPHM,,3,0.83
LATS2,AMOL2,,3,0.83
PSB6,PSA7L,,3,0.89
SUMO2,ATX7,,0,0.8
TXNIP,ITCH,,3,0.89
CUL1,MATR3,,3,0.82
SYNJ1,AP2M1,,3,0.85
SHC1,S10A9,,3,0.82
SHC1,S10A8,,3,0.82
AUP1,TERA,,3,0.82
DYR1A,F117A,,3,0.82
ATX2L,DDX6,DDX6,2,0.83
SRPK3,RBM34,,3,0.84
KDM1A,KIFC3,,3,0.82
"CNOTA,CNO10",TNR6C,,3,0.88
MK03,PHF3,,3,0.84
SRPK1,RBM39,,3,0.89
SRPK1,DHX8,,3,0.89
ILK,CHIP,,3,0.84
DYR1A,CBP,,3,0.83
GDF8,BMP1,,3,0.85
ELP6,"DERP6,ELP5",,3,0.83
ITB1,ADA17,,3,0.82
SRPK2,RSRC2,,0,0.85
BRCA2,PDS5B,,1,0.88
ILK,AT2A2,,3,0.88
STX12,VAMP4,,3,0.9
CLK2,PININ,,3,0.87
DYR1A,K0232,,3,0.82
SRPK2,NSG1,,0,0.84
ARF6,KIF23,,3,0.85
OXSR1,AIFM1,,3,0.82
MK14,MRP,,3,0.82
ESR1,PROF1,,1,0.8
KC1A,FA83H,,3,0.89
DYR1A,RBL1,,3,0.89
MK03,DHYS,,3,0.96
KAPCB,DYR1A,,3,0.88
LTOR2,CG059,,3,0.83
LRFN4,1433B,,3,0.83
TLR4,TLR4,,1,0.83
CLK3,TRA2B,,3,0.95
CNOT1,CNOT7,,3,0.97
LRRK2,CBX3,,3,0.82
BMI1,EED,EED,2,0.85
KAPCB,VAPB,,3,0.87
KC1E,SEC13,,3,0.84
MK04,"K6PP,PFKAP",,3,0.84
KAPCA,GP161,,3,0.88
KC1E,WDR5,,3,0.84
ILK,TCPH,,3,0.88
DYR1A,FNTA,,3,0.83
DYR1A,FNTB,,3,0.87
SRPK3,BRX1,,3,0.82
P53,SMG5,,3,0.86
SRPK3,DDX54,,3,0.84
EGFR,HCK,,1,0.88
HDA11,TFP11,,3,0.83
ATX2L,ATX2,,3,0.83
HDAC4,TBL1R,,3,0.83
MK07,PFD2,,3,0.88
CDK5,FIBP,,3,0.88
IF4A3,TRA2B,,3,0.86
CSK 22.00,CR025,,3,0.88
TNR6B,PAN3,,3,0.87
AGO2,CNO6L,,3,0.86
SRPK3,STAU1,,3,0.82
DYR1B,GLCI1,,3,0.84
IF4A3,PININ,,3,0.83
KAPCB,AKA7G,,3,0.85
KAPCB,VAPA,,3,0.88
ELP1,"DERP6,ELP5",,0,0.86
SOCS6,KDM1A,,3,0.86
HDA11,"GCFC1,PAXB1",,3,0.83
PTBP3,RBMS1,,0,0.82
SRPK3,PHF5A,,3,0.84
CCD14,KDM1A,,3,0.82
STK25,TAOK1,,3,0.88
KAPCA,DYR1A,,3,0.82
HDAC1,ZN217,,3,0.83
HDAC1,ADNP,,3,0.82
"DERP6,ELP5",ELP3,,3,0.82
NH2L1,NUFP1,,3,0.85
KIF9,ANM6,,3,0.86
DYR1A,LZTS2,,3,0.9
KS6A1,KS6A2,,3,0.88
KLF3,KDM1A,,3,0.86
"CCD56,COA3",COX5A,,3,0.87
KT33B,KDM1A,,3,0.82
TAU,MARK2,,3,0.88
P53,SKP1,,3,0.82
KC1E,VP13B,,3,0.85
SRPK2,RNC,,0,0.82
CSK 22.00,PI42A,,3,0.84
CDK16,CSK2B,,3,0.84
KAPCA,KAP2,,3,0.99
CLK3,SRSF7,,3,0.82
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
IF4A3,H4,,3,0.83
DYR1A,TROAP,,3,0.9
IF4A3,RS24,,3,0.86
KC1A,SEC13,,3,0.85
